代码,名称,选中日期,选中当日涨跌幅,选中1日涨跌幅,选中2日涨跌幅,选中3日涨跌幅,选中4日涨跌幅,选中5日涨跌幅,选中6日涨跌幅,选中7日涨跌幅,选中8日涨跌幅,选中9日涨跌幅,选中10日涨跌幅
000150,宜华健康,2021-04-23T00:00:00+08:00,10.16,10.09,-2.62,0.27,4.02,2.32,4.28,-8.21,10.0,10.05,10.0
000150,宜华健康,2021-04-26T00:00:00+08:00,10.09,-2.62,0.27,4.02,2.32,4.28,-8.21,10.0,10.05,10.0,10.08
000150,宜华健康,2021-05-10T00:00:00+08:00,10.0,10.05,10.0,10.08,10.05,-8.97,0.9,-2.31,-0.73,1.1,-5.62
000150,宜华健康,2021-05-11T00:00:00+08:00,10.05,10.0,10.08,10.05,-8.97,0.9,-2.31,-0.73,1.1,-5.62,1.54
000150,宜华健康,2021-05-12T00:00:00+08:00,10.0,10.08,10.05,-8.97,0.9,-2.31,-0.73,1.1,-5.62,1.54,-3.78
000150,宜华健康,2021-05-13T00:00:00+08:00,10.08,10.05,-8.97,0.9,-2.31,-0.73,1.1,-5.62,1.54,-3.78,1.57
000150,宜华健康,2021-05-14T00:00:00+08:00,10.05,-8.97,0.9,-2.31,-0.73,1.1,-5.62,1.54,-3.78,1.57,-1.55
000150,宜华健康,2021-05-31T00:00:00+08:00,10.02,10.0,-10.06,-6.86,2.91,-5.65,-2.99,-5.14,0.0,-5.42,-3.67
000150,宜华健康,2021-06-01T00:00:00+08:00,10.0,-10.06,-6.86,2.91,-5.65,-2.99,-5.14,0.0,-5.42,-3.67,3.57
000150,宜华健康,2021-06-17T00:00:00+08:00,10.11,1.04,2.69,-2.41,-0.41,-4.76,6.09,-4.92,-2.8,-2.22,1.59
000150,宜华健康,2021-09-23T00:00:00+08:00,9.93,5.3,-0.59,-2.98,1.84,0.0,-0.6,-0.91,10.09,10.0,-3.79
000150,宜华健康,2021-10-12T00:00:00+08:00,10.09,10.0,-3.79,-9.97,8.45,-4.3,10.11,2.04,-2.5,-0.26,-3.86
000150,宜华健康,2021-10-13T00:00:00+08:00,10.0,-3.79,-9.97,8.45,-4.3,10.11,2.04,-2.5,-0.26,-3.86,-1.6
000150,宜华健康,2021-10-20T00:00:00+08:00,10.11,2.04,-2.5,-0.26,-3.86,-1.6,3.26,0.79,-2.35,-5.61,1.98
000151,中成股份,2021-03-29T00:00:00+08:00,10.06,10.01,10.01,10.03,-9.49,-6.75,-0.89,-7.42,-0.24,-0.12,-4.75
000151,中成股份,2021-03-30T00:00:00+08:00,10.01,10.01,10.03,-9.49,-6.75,-0.89,-7.42,-0.24,-0.12,-4.75,0.13
000151,中成股份,2021-03-31T00:00:00+08:00,10.01,10.03,-9.49,-6.75,-0.89,-7.42,-0.24,-0.12,-4.75,0.13,-1.15
000151,中成股份,2021-04-01T00:00:00+08:00,10.03,-9.49,-6.75,-0.89,-7.42,-0.24,-0.12,-4.75,0.13,-1.15,1.03
000159,国际实业,2021-01-19T00:00:00+08:00,10.0,-2.82,-1.94,-5.43,-2.26,-4.63,-4.1,0.19,-1.36,1.38,1.17
000159,国际实业,2021-03-30T00:00:00+08:00,9.96,-4.37,-4.4,-1.95,0.54,2.33,-2.46,1.08,0.36,-5.5,1.13
000159,国际实业,2021-05-18T00:00:00+08:00,10.0,-3.24,-2.55,-2.78,10.08,-0.15,1.07,-0.91,1.53,1.05,1.19
000159,国际实业,2021-05-24T00:00:00+08:00,10.08,-0.15,1.07,-0.91,1.53,1.05,1.19,-3.82,-2.45,-1.25,1.59
000159,国际实业,2021-07-14T00:00:00+08:00,9.98,-0.44,7.06,0.55,1.78,4.97,9.97,-4.07,-0.97,-0.98,-5.69
000159,国际实业,2021-07-22T00:00:00+08:00,9.97,-4.07,-0.97,-0.98,-5.69,3.41,0.76,-0.38,-3.91,0.92,-2.73
000158,常山北明,2021-04-20T00:00:00+08:00,9.93,-6.81,9.69,4.33,-9.11,-0.88,1.95,-1.22,0.0,2.11,3.97
000158,常山北明,2021-05-12T00:00:00+08:00,10.0,10.07,3.68,-3.68,3.31,-6.53,-0.4,2.91,4.11,8.52,-2.5
000158,常山北明,2021-05-13T00:00:00+08:00,10.07,3.68,-3.68,3.31,-6.53,-0.4,2.91,4.11,8.52,-2.5,1.4
000158,常山北明,2021-05-28T00:00:00+08:00,10.01,10.04,3.99,-4.94,-6.63,-3.81,9.96,-0.97,8.06,5.19,-2.34
000158,常山北明,2021-05-31T00:00:00+08:00,10.04,3.99,-4.94,-6.63,-3.81,9.96,-0.97,8.06,5.19,-2.34,-9.03
000158,常山北明,2021-06-07T00:00:00+08:00,9.96,-0.97,8.06,5.19,-2.34,-9.03,-2.34,9.97,9.97,3.63,-2.39
000158,常山北明,2021-06-17T00:00:00+08:00,9.97,9.97,3.63,-2.39,-2.44,-1.67,-2.89,5.42,-4.4,-0.26,-10.01
000158,常山北明,2021-06-18T00:00:00+08:00,9.97,3.63,-2.39,-2.44,-1.67,-2.89,5.42,-4.4,-0.26,-10.01,-1.55
000158,常山北明,2021-09-14T00:00:00+08:00,10.01,3.16,-3.68,-4.96,-0.94,7.03,-2.15,2.06,-3.92,-5.0,2.35
000338,潍柴动力,2021-02-02T00:00:00+08:00,10.01,0.0,0.17,-4.19,6.62,3.41,-0.39,-1.3,-1.12,-3.68,0.13
000338,潍柴动力,2021-08-02T00:00:00+08:00,9.99,1.43,0.47,2.5,0.0,5.19,-0.92,0.78,-4.74,1.02,4.93
000301,东方盛虹,2021-01-06T00:00:00+08:00,9.99,6.02,3.5,9.97,9.98,-6.98,-4.35,-9.97,10.03,9.98,6.2
000301,东方盛虹,2021-01-11T00:00:00+08:00,9.97,9.98,-6.98,-4.35,-9.97,10.03,9.98,6.2,3.6,-0.33,2.17
000301,东方盛虹,2021-01-12T00:00:00+08:00,9.98,-6.98,-4.35,-9.97,10.03,9.98,6.2,3.6,-0.33,2.17,-1.99
000301,东方盛虹,2021-01-18T00:00:00+08:00,10.03,9.98,6.2,3.6,-0.33,2.17,-1.99,-3.08,-7.18,-1.02,3.24
000301,东方盛虹,2021-01-19T00:00:00+08:00,9.98,6.2,3.6,-0.33,2.17,-1.99,-3.08,-7.18,-1.02,3.24,6.71
000301,东方盛虹,2021-03-18T00:00:00+08:00,10.03,-2.62,-1.13,-9.33,-1.58,0.64,0.0,3.35,9.97,-0.77,1.35
000301,东方盛虹,2021-03-30T00:00:00+08:00,9.97,-0.77,1.35,-0.84,1.41,1.32,3.77,-3.57,-1.37,-0.07,0.83
000301,东方盛虹,2021-05-13T00:00:00+08:00,9.93,0.0,9.15,-1.44,-0.51,-3.51,4.11,0.9,-0.5,1.4,1.55
000301,东方盛虹,2021-06-23T00:00:00+08:00,9.99,10.0,1.92,-0.61,2.56,4.5,-6.75,-4.31,-1.34,3.59,10.02
000301,东方盛虹,2021-06-24T00:00:00+08:00,10.0,1.92,-0.61,2.56,4.5,-6.75,-4.31,-1.34,3.59,10.02,0.52
000301,东方盛虹,2021-07-07T00:00:00+08:00,10.02,0.52,5.69,10.01,-1.1,2.02,1.86,4.21,-9.45,1.09,6.91
000301,东方盛虹,2021-07-12T00:00:00+08:00,10.01,-1.1,2.02,1.86,4.21,-9.45,1.09,6.91,8.06,-0.22,-2.82
000301,东方盛虹,2021-08-24T00:00:00+08:00,10.01,6.5,-1.02,8.42,3.95,-1.61,-4.57,10.0,-3.03,-3.52,5.03
000301,东方盛虹,2021-09-02T00:00:00+08:00,10.0,-3.03,-3.52,5.03,0.9,3.06,6.16,5.64,-1.16,-0.55,-6.24
000301,东方盛虹,2021-10-13T00:00:00+08:00,10.01,3.71,-2.71,9.99,-0.99,2.74,-1.07,-1.57,3.2,0.76,2.12
000301,东方盛虹,2021-10-18T00:00:00+08:00,9.99,-0.99,2.74,-1.07,-1.57,3.2,0.76,2.12,-7.86,-1.02,-5.39
000301,东方盛虹,2021-11-17T00:00:00+08:00,10.01,-3.25,3.45,4.81,0.33,-5.15,-0.61,1.31,2.76,-0.63,4.69
000403,派林生物,2021-02-02T00:00:00+08:00,10.01,5.71,-2.78,5.16,3.62,-0.6,0.44,-10.01,-2.88,-2.3,-1.88
000403,派林生物,2021-07-13T00:00:00+08:00,10.01,4.61,0.95,-3.84,-0.25,3.73,-1.29,-2.57,-5.33,-5.45,-1.84
000400,许继电气,2021-03-02T00:00:00+08:00,10.01,3.1,-2.5,-0.72,0.59,-6.77,-2.61,2.1,3.47,0.34,4.85
000400,许继电气,2021-08-30T00:00:00+08:00,10.02,6.55,-3.6,10.01,3.49,-3.37,1.13,0.23,0.28,-4.68,-2.73
000400,许继电气,2021-09-02T00:00:00+08:00,10.01,3.49,-3.37,1.13,0.23,0.28,-4.68,-2.73,-2.7,6.43,-3.33
000400,许继电气,2021-09-22T00:00:00+08:00,10.01,-2.1,-6.18,-8.7,2.15,-2.26,10.0,-2.19,-10.01,-8.1,2.25
000400,许继电气,2021-09-30T00:00:00+08:00,10.0,-2.19,-10.01,-8.1,2.25,1.92,-0.17,3.05,1.94,3.38,-0.87
000400,许继电气,2021-11-12T00:00:00+08:00,10.0,2.36,-0.51,6.04,10.02,5.97,0.08,4.46,-1.2,10.02,2.09
000400,许继电气,2021-11-18T00:00:00+08:00,10.02,5.97,0.08,4.46,-1.2,10.02,2.09,4.14,-6.77,0.78,-1.07
000400,许继电气,2021-11-25T00:00:00+08:00,10.02,2.09,4.14,-6.77,0.78,-1.07,0.63,-1.81,1.84,0.22,-5.9
000402,金 融 街,2021-03-24T00:00:00+08:00,10.03,-4.02,0.0,1.68,-4.81,-1.44,0.44,2.04,-0.14,0.43,-4.13
000402,金 融 街,2021-05-24T00:00:00+08:00,10.03,-1.07,2.98,-1.84,-0.13,3.49,-4.15,-2.98,-0.56,-0.14,1.12
000402,金 融 街,2021-09-03T00:00:00+08:00,9.98,-3.31,-3.28,-1.08,0.78,-2.01,0.95,-2.97,-0.32,0.65,-1.93
000409,云鼎科技,2021-04-20T00:00:00+08:00,10.02,-3.96,1.86,-2.43,-3.73,-2.59,-0.44,-2.22,-2.5,0.7,2.31
000409,云鼎科技,2021-05-21T00:00:00+08:00,10.0,-1.82,-0.82,-1.87,-0.85,-1.28,1.94,-0.64,-3.41,9.93,-2.61
000409,云鼎科技,2021-06-03T00:00:00+08:00,9.93,-2.61,4.74,-1.77,0.4,9.98,9.98,-8.09,-3.05,2.59,-4.87
000409,云鼎科技,2021-06-10T00:00:00+08:00,9.98,9.98,-8.09,-3.05,2.59,-4.87,0.57,3.77,-1.64,-3.33,1.15
000409,云鼎科技,2021-06-11T00:00:00+08:00,9.98,-8.09,-3.05,2.59,-4.87,0.57,3.77,-1.64,-3.33,1.15,-0.57
000409,云鼎科技,2021-07-05T00:00:00+08:00,9.96,-2.31,-1.27,1.47,-2.0,0.74,4.23,-2.47,-3.8,-0.94,-0.76
000407,胜利股份,2021-09-28T00:00:00+08:00,10.0,-1.89,2.32,1.89,-5.0,-6.82,-5.02,0.0,-2.42,4.06,2.39
000408,藏格矿业,2021-05-19T00:00:00+08:00,10.0,6.43,3.05,-2.53,4.91,-2.26,-2.53,4.36,10.01,-3.75,-10.0
000408,藏格矿业,2021-05-31T00:00:00+08:00,10.01,-3.75,-10.0,1.83,9.98,8.53,0.32,5.69,-1.47,-7.44,-0.76
000408,藏格矿业,2021-06-04T00:00:00+08:00,9.98,8.53,0.32,5.69,-1.47,-7.44,-0.76,-4.48,5.73,2.07,-4.3
000408,藏格矿业,2021-08-18T00:00:00+08:00,10.01,9.25,0.31,0.65,-0.37,4.87,-2.21,1.33,-2.26,2.52,-8.84
000408,藏格矿业,2021-09-06T00:00:00+08:00,10.02,3.61,-2.7,-0.06,8.1,2.15,-1.2,-0.18,-9.31,1.63,0.35
000408,藏格矿业,2021-09-30T00:00:00+08:00,9.98,4.48,2.4,6.84,-1.34,-3.91,2.31,1.38,0.5,6.71,-4.49
000411,英特集团,2021-04-21T00:00:00+08:00,9.99,-2.22,5.92,3.31,-4.91,0.2,-2.97,1.77,-2.81,-4.68,6.64
000415,渤海租赁,2021-01-25T00:00:00+08:00,10.23,-2.11,-1.29,1.31,1.29,-9.36,-2.35,-1.44,-3.41,-3.54,-1.05
000415,渤海租赁,2021-05-28T00:00:00+08:00,10.22,-1.61,2.05,10.04,-2.19,-1.49,-2.27,0.39,0.77,-1.92,0.39
000415,渤海租赁,2021-06-02T00:00:00+08:00,10.04,-2.19,-1.49,-2.27,0.39,0.77,-1.92,0.39,1.95,-1.91,-2.33
000415,渤海租赁,2021-11-30T00:00:00+08:00,10.0,-0.97,-0.98,0.99,-0.33,-1.97,-0.34,0.0,-1.35,0.0,0.34
000416,民生控股,2021-10-21T00:00:00+08:00,9.92,10.05,10.07,3.19,-9.9,0.69,-2.73,3.27,-6.56,2.66,1.65
000416,民生控股,2021-10-22T00:00:00+08:00,10.05,10.07,3.19,-9.9,0.69,-2.73,3.27,-6.56,2.66,1.65,2.55
000416,民生控股,2021-10-25T00:00:00+08:00,10.07,3.19,-9.9,0.69,-2.73,3.27,-6.56,2.66,1.65,2.55,-1.81
000416,民生控股,2021-11-11T00:00:00+08:00,10.0,-0.41,-0.41,4.58,-3.98,-3.53,0.86,-8.32,-3.26,0.72,0.95
000419,通程控股,2021-04-16T00:00:00+08:00,10.02,-1.58,-3.22,-1.04,-0.21,-3.16,-0.65,1.31,-0.22,-1.08,-4.6
000417,合肥百货,2021-04-27T00:00:00+08:00,9.92,-3.45,0.8,-2.56,2.83,-1.18,2.79,-0.39,1.36,-2.11,0.0
000421,南京公用,2021-02-25T00:00:00+08:00,9.98,1.05,-1.9,-2.11,0.72,-0.36,3.23,-2.78,-2.14,0.18,1.46
000421,南京公用,2021-03-29T00:00:00+08:00,9.97,2.0,-3.01,-3.11,-1.28,0.32,-1.13,-4.26,-0.17,0.68,-3.91
000423,东阿阿胶,2021-02-01T00:00:00+08:00,10.02,9.99,0.15,-3.05,2.1,-1.45,9.99,0.75,-3.8,-0.24,-2.36
000423,东阿阿胶,2021-02-02T00:00:00+08:00,9.99,0.15,-3.05,2.1,-1.45,9.99,0.75,-3.8,-0.24,-2.36,-3.73
000423,东阿阿胶,2021-02-09T00:00:00+08:00,9.99,0.75,-3.8,-0.24,-2.36,-3.73,-0.57,-3.74,-4.24,0.73,-1.43
000423,东阿阿胶,2021-10-15T00:00:00+08:00,10.0,4.57,6.71,1.45,-0.87,-2.43,-1.96,-3.41,-2.66,0.43,1.25
000420,吉林化纤,2021-05-18T00:00:00+08:00,10.16,1.19,-2.06,-0.9,-2.73,0.0,-1.56,-0.63,-1.27,2.26,0.95
000420,吉林化纤,2021-08-09T00:00:00+08:00,10.0,10.03,3.13,1.38,10.08,-1.73,-2.27,-2.84,5.57,-1.01,9.9
000420,吉林化纤,2021-08-10T00:00:00+08:00,10.03,3.13,1.38,10.08,-1.73,-2.27,-2.84,5.57,-1.01,9.9,3.93
000420,吉林化纤,2021-08-13T00:00:00+08:00,10.08,-1.73,-2.27,-2.84,5.57,-1.01,9.9,3.93,3.11,-1.29,1.97
000420,吉林化纤,2021-09-14T00:00:00+08:00,9.94,1.18,3.11,0.0,-1.13,2.29,-6.7,-6.99,0.21,-6.42,10.07
000420,吉林化纤,2021-09-30T00:00:00+08:00,10.07,-3.33,-1.51,-3.93,-1.82,-1.39,-2.35,4.33,-3.23,0.0,-2.62
000420,吉林化纤,2021-10-29T00:00:00+08:00,10.03,4.43,-4.95,-0.5,9.98,-0.68,1.14,5.87,0.21,6.38,2.6
000420,吉林化纤,2021-11-04T00:00:00+08:00,9.98,-0.68,1.14,5.87,0.21,6.38,2.6,9.94,-1.6,5.41,-1.54
000420,吉林化纤,2021-11-15T00:00:00+08:00,9.94,-1.6,5.41,-1.54,3.82,3.01,-3.25,-5.54,-4.09,6.3,9.93
000420,吉林化纤,2021-11-29T00:00:00+08:00,9.93,-2.22,1.3,-2.88,4.28,-2.84,-3.9,4.06,-4.23,1.19,1.85
000422,湖北宜化,2021-06-15T00:00:00+08:00,9.96,-1.08,9.97,-9.69,2.2,0.0,-1.62,0.55,5.44,10.06,3.52
000422,湖北宜化,2021-06-17T00:00:00+08:00,9.97,-9.69,2.2,0.0,-1.62,0.55,5.44,10.06,3.52,-0.79,0.23
000422,湖北宜化,2021-06-28T00:00:00+08:00,10.06,3.52,-0.79,0.23,-2.28,1.52,2.87,-0.45,-4.37,9.38,9.86
000422,湖北宜化,2021-07-16T00:00:00+08:00,9.99,0.09,1.67,3.28,0.44,2.02,-6.88,-7.86,-2.91,5.58,-9.88
000422,湖北宜化,2021-08-11T00:00:00+08:00,10.03,10.05,4.56,5.42,-5.67,6.02,-3.83,0.48,3.57,2.53,10.01
000422,湖北宜化,2021-08-12T00:00:00+08:00,10.05,4.56,5.42,-5.67,6.02,-3.83,0.48,3.57,2.53,10.01,7.34
000422,湖北宜化,2021-08-25T00:00:00+08:00,10.01,7.34,10.0,8.75,10.0,-10.0,9.99,-0.53,-10.01,6.62,9.98
000422,湖北宜化,2021-08-27T00:00:00+08:00,10.0,8.75,10.0,-10.0,9.99,-0.53,-10.01,6.62,9.98,4.86,8.08
000422,湖北宜化,2021-08-31T00:00:00+08:00,10.0,-10.0,9.99,-0.53,-10.01,6.62,9.98,4.86,8.08,9.8,-4.8
000422,湖北宜化,2021-09-02T00:00:00+08:00,9.99,-0.53,-10.01,6.62,9.98,4.86,8.08,9.8,-4.8,-6.25,3.54
000422,湖北宜化,2021-09-08T00:00:00+08:00,9.98,4.86,8.08,9.8,-4.8,-6.25,3.54,-2.78,9.11,-9.98,-9.99
000422,湖北宜化,2021-10-12T00:00:00+08:00,9.99,-2.38,3.56,7.29,10.0,6.38,-3.67,10.0,-3.08,10.0,2.02
000422,湖北宜化,2021-10-18T00:00:00+08:00,10.0,6.38,-3.67,10.0,-3.08,10.0,2.02,10.02,-5.41,3.0,0.09
000422,湖北宜化,2021-10-21T00:00:00+08:00,10.0,-3.08,10.0,2.02,10.02,-5.41,3.0,0.09,-10.0,-5.46,-3.06
000422,湖北宜化,2021-10-25T00:00:00+08:00,10.0,2.02,10.02,-5.41,3.0,0.09,-10.0,-5.46,-3.06,-10.0,1.02
000422,湖北宜化,2021-10-27T00:00:00+08:00,10.02,-5.41,3.0,0.09,-10.0,-5.46,-3.06,-10.0,1.02,9.98,3.79
000422,湖北宜化,2021-11-09T00:00:00+08:00,9.98,3.79,7.26,-2.38,-10.01,-8.68,6.83,-3.74,1.96,3.38,-3.34
000498,山东路桥,2021-07-15T00:00:00+08:00,9.93,0.51,3.39,-0.82,-0.17,3.81,-1.59,1.3,-4.16,0.0,1.5
000498,山东路桥,2021-10-15T00:00:00+08:00,9.93,1.45,3.66,3.83,2.66,0.29,2.44,-1.54,-3.41,-8.98,6.47
000488,晨鸣纸业,2021-02-03T00:00:00+08:00,10.03,3.43,-6.98,9.96,3.8,10.02,9.99,7.75,-5.95,6.5,-4.87
000488,晨鸣纸业,2021-02-08T00:00:00+08:00,9.96,3.8,10.02,9.99,7.75,-5.95,6.5,-4.87,1.73,-5.63,3.7
000488,晨鸣纸业,2021-02-10T00:00:00+08:00,10.02,9.99,7.75,-5.95,6.5,-4.87,1.73,-5.63,3.7,-4.62,1.55
000488,晨鸣纸业,2021-02-18T00:00:00+08:00,9.99,7.75,-5.95,6.5,-4.87,1.73,-5.63,3.7,-4.62,1.55,-6.47
000488,晨鸣纸业,2021-03-18T00:00:00+08:00,10.05,-2.95,1.86,-9.72,1.17,1.26,-0.42,10.03,-2.94,-1.08,4.15
000488,晨鸣纸业,2021-03-29T00:00:00+08:00,10.03,-2.94,-1.08,4.15,3.99,7.31,-0.43,-4.79,-1.17,-6.36,0.97
000488,晨鸣纸业,2021-09-23T00:00:00+08:00,9.95,-0.57,-5.8,0.97,-5.14,1.26,0.25,-0.62,-3.5,-0.39,-0.26
000430,张家界,2021-04-19T00:00:00+08:00,10.02,-2.09,-3.35,-0.16,-2.53,-3.4,-5.54,9.95,-0.48,1.79,-10.05
000430,张家界,2021-04-28T00:00:00+08:00,9.95,-0.48,1.79,-10.05,-6.03,0.75,0.19,0.0,0.37,-0.93,-3.38
000426,兴业矿业,2021-02-01T00:00:00+08:00,9.96,4.59,-5.73,-6.21,-1.52,-1.82,2.43,-1.53,8.63,0.13,10.01
000426,兴业矿业,2021-02-22T00:00:00+08:00,10.01,2.84,-3.56,-2.98,-6.63,0.53,-3.4,2.3,-2.78,-0.68,-0.41
000426,兴业矿业,2021-07-29T00:00:00+08:00,10.06,3.57,-2.69,-3.76,2.3,2.47,1.21,0.54,-3.77,3.02,6.09
000428,华天酒店,2021-02-05T00:00:00+08:00,10.17,10.0,-0.35,-4.91,-1.11,2.99,-0.72,-0.73,9.93,-2.01,2.05
000428,华天酒店,2021-02-08T00:00:00+08:00,10.0,-0.35,-4.91,-1.11,2.99,-0.72,-0.73,9.93,-2.01,2.05,0.0
000428,华天酒店,2021-02-24T00:00:00+08:00,9.93,-2.01,2.05,0.0,1.0,0.66,-3.95,-1.71,0.35,1.39,-2.4
000428,华天酒店,2021-03-15T00:00:00+08:00,10.03,3.34,2.65,-2.01,-2.05,2.09,-5.56,0.93,3.99,-1.77,0.6
000428,华天酒店,2021-08-05T00:00:00+08:00,10.12,-0.35,-1.06,0.72,-0.71,0.36,-1.07,4.33,-2.77,3.91,3.77
000425,徐工机械,2021-02-01T00:00:00+08:00,10.07,3.39,1.48,-0.97,-3.1,8.59,6.98,0.14,-0.72,1.6,-1.29
000425,徐工机械,2021-03-22T00:00:00+08:00,10.0,0.0,-9.35,-2.44,9.99,2.14,0.65,-1.43,0.53,-2.36,0.4
000425,徐工机械,2021-03-26T00:00:00+08:00,9.99,2.14,0.65,-1.43,0.53,-2.36,0.4,10.03,-7.17,1.31,-5.56
000425,徐工机械,2021-04-21T00:00:00+08:00,10.03,-7.17,1.31,-5.56,-3.15,0.99,-0.7,3.94,3.66,-3.27,-3.65
000425,徐工机械,2021-09-01T00:00:00+08:00,9.97,3.07,-2.3,0.55,0.41,-1.51,0.56,-1.94,0.14,-2.12,-0.43
000502,*ST绿景,2021-01-15T00:00:00+08:00,9.96,0.85,-4.43,-3.38,1.04,-0.39,-5.54,-1.77,-1.67,0.14,-2.4
000502,*ST绿景,2021-03-17T00:00:00+08:00,10.05,10.05,-0.14,0.42,-1.1,-5.86,-5.33,1.25,-2.01,0.32,-2.04
000502,*ST绿景,2021-03-18T00:00:00+08:00,10.05,-0.14,0.42,-1.1,-5.86,-5.33,1.25,-2.01,0.32,-2.04,-2.41
000504,南华生物,2021-06-01T00:00:00+08:00,10.02,3.47,-2.49,1.32,-1.5,1.72,0.14,-0.53,0.44,1.26,0.1
000504,南华生物,2021-07-12T00:00:00+08:00,10.0,-0.41,0.36,-4.53,-1.52,-7.85,1.41,-0.31,-1.29,6.28,-3.65
000504,南华生物,2021-09-13T00:00:00+08:00,10.02,-3.8,-4.42,-1.06,2.0,-4.75,-6.18,-2.59,1.7,-0.74,-4.71
000503,国新健康,2021-03-31T00:00:00+08:00,10.06,3.55,-1.19,1.73,-0.39,0.13,9.99,5.97,-7.55,-0.61,-1.84
000503,国新健康,2021-04-09T00:00:00+08:00,9.99,5.97,-7.55,-0.61,-1.84,1.0,-0.87,3.0,-3.27,-1.63,-1.66
000505,京粮控股,2021-03-03T00:00:00+08:00,10.03,2.37,2.56,-3.69,-5.93,-1.18,1.2,-0.39,3.56,-0.13,1.53
000505,京粮控股,2021-11-02T00:00:00+08:00,10.0,1.76,0.67,-2.12,-1.35,0.41,-0.55,-0.27,1.1,0.82,-2.03
000501,鄂武商Ａ,2021-01-19T00:00:00+08:00,9.97,-0.92,-1.18,0.76,-2.78,-4.16,-2.9,-0.84,-2.35,3.95,-0.19
000506,中润资源,2021-07-15T00:00:00+08:00,10.16,9.96,10.07,10.06,9.97,-7.56,10.08,0.99,10.05,-10.02,-0.25
000506,中润资源,2021-07-16T00:00:00+08:00,9.96,10.07,10.06,9.97,-7.56,10.08,0.99,10.05,-10.02,-0.25,-9.18
000506,中润资源,2021-07-19T00:00:00+08:00,10.07,10.06,9.97,-7.56,10.08,0.99,10.05,-10.02,-0.25,-9.18,-4.64
000506,中润资源,2021-07-20T00:00:00+08:00,10.06,9.97,-7.56,10.08,0.99,10.05,-10.02,-0.25,-9.18,-4.64,-3.44
000506,中润资源,2021-07-21T00:00:00+08:00,9.97,-7.56,10.08,0.99,10.05,-10.02,-0.25,-9.18,-4.64,-3.44,2.08
000506,中润资源,2021-07-23T00:00:00+08:00,10.08,0.99,10.05,-10.02,-0.25,-9.18,-4.64,-3.44,2.08,-7.27,1.25
000506,中润资源,2021-07-27T00:00:00+08:00,10.05,-10.02,-0.25,-9.18,-4.64,-3.44,2.08,-7.27,1.25,0.93,0.0
000506,中润资源,2021-08-23T00:00:00+08:00,9.97,0.3,6.63,9.89,-3.6,-0.8,0.54,-1.07,0.81,-3.75,-0.56
000506,中润资源,2021-09-28T00:00:00+08:00,10.16,2.68,-2.32,-2.08,6.67,-1.99,-5.22,1.53,-4.22,2.83,-1.53
000510,新金路,2021-07-19T00:00:00+08:00,10.07,-4.41,1.77,3.83,1.85,-2.14,-4.88,-1.42,2.33,0.7,0.0
000510,新金路,2021-08-24T00:00:00+08:00,9.95,-1.48,3.16,3.8,-0.42,-0.85,0.43,2.13,-1.67,-0.99,3.28
000507,珠海港,2021-07-23T00:00:00+08:00,9.93,2.26,-2.95,-2.28,4.66,1.34,3.22,10.07,-3.22,0.13,-2.26
000507,珠海港,2021-08-03T00:00:00+08:00,10.07,-3.22,0.13,-2.26,-2.72,0.84,-0.28,2.5,2.99,-2.9,0.68
000507,珠海港,2021-09-03T00:00:00+08:00,10.04,2.07,-1.79,-1.7,1.85,-3.76,0.63,-6.01,-0.67,-2.01,-1.23
000517,荣安地产,2021-02-25T00:00:00+08:00,10.18,0.32,-2.86,-0.98,1.98,-1.94,0.0,0.33,-2.96,-1.36,1.72
000519,中兵红箭,2021-01-12T00:00:00+08:00,9.99,-1.36,-5.06,0.58,3.18,0.84,0.28,0.09,-1.66,3.76,-6.97
000519,中兵红箭,2021-05-10T00:00:00+08:00,10.01,0.34,-3.53,-0.17,8.63,-4.74,5.22,-0.4,-4.18,-3.19,6.85
000519,中兵红箭,2021-07-15T00:00:00+08:00,10.01,7.98,4.53,0.38,3.18,-4.63,0.38,-1.84,-2.73,-3.69,2.67
000519,中兵红箭,2021-08-13T00:00:00+08:00,10.0,7.4,-6.28,-2.33,4.7,7.41,4.31,9.98,2.43,4.4,6.49
000519,中兵红箭,2021-08-24T00:00:00+08:00,9.98,2.43,4.4,6.49,-1.68,-2.17,-0.79,7.45,-1.44,-4.12,4.09
000519,中兵红箭,2021-09-15T00:00:00+08:00,10.03,4.6,-3.6,-0.78,1.72,-2.7,-10.0,4.23,-5.71,0.37,1.0
000519,中兵红箭,2021-10-13T00:00:00+08:00,10.02,7.52,8.55,4.04,-0.62,3.87,3.24,-4.55,0.53,-1.69,-0.76
000516,国际医学,2021-03-26T00:00:00+08:00,9.97,7.75,0.22,-0.86,9.99,-4.8,-3.04,-0.21,1.0,1.2,0.49
000516,国际医学,2021-04-01T00:00:00+08:00,9.99,-4.8,-3.04,-0.21,1.0,1.2,0.49,-0.76,1.12,4.44,-3.92
000516,国际医学,2021-05-11T00:00:00+08:00,10.02,5.71,-2.36,1.44,0.51,-0.79,-0.8,2.01,0.23,5.17,-0.05
000516,国际医学,2021-09-17T00:00:00+08:00,9.97,4.35,-5.82,6.92,5.69,-2.12,-5.84,0.89,3.78,-2.2,0.35
000516,国际医学,2021-10-21T00:00:00+08:00,10.01,-0.41,1.23,-2.85,-3.77,1.04,2.67,-1.59,0.26,3.06,1.81
